ModelID,PatientID,CellLineName,StrippedCellLineName,DepmapModelType,OncotreeLineage,OncotreePrimaryDisease,OncotreeSubtype,OncotreeCode
ACH-002270,PT-QjtmPJ,MC-CAR,MCCAR,ZIMMBL,Myeloid,Non-Cancerous,Immortalized Blood,
ACH-002271,PT-6WauwF,MFH-ino,MFHINO,MFH,Soft Tissue,Undifferentiated Pleomorphic Sarcoma/Malignant Fibrous Histiocytoma/High-Grade Spindle Cell Sarcoma,Undifferentiated Pleomorphic Sarcoma/Malignant Fibrous Histiocytoma/High-Grade Spindle Cell Sarcoma,MFH
ACH-002272,PT-dg9oke,MHH-PREB-1,MHHPREB1,MBN,Lymphoid,Non-Hodgkin Lymphoma,Mature B-Cell Neoplasms,MBN
ACH-002273,PT-I84npj,ML-2,ML2,AML,Myeloid,Acute Myeloid Leukemia,Acute Myeloid Leukemia,AML
ACH-002274,PT-HhcayS,MLMA,MLMA,HCL,Lymphoid,Mature B-Cell Neoplasms,Hairy Cell Leukemia,HCL
ACH-002275,PT-s1crSa,MN-60,MN60,BL,Lymphoid,Mature B-Cell Neoplasms,Burkitt Lymphoma,BL
ACH-002276,PT-DWKd8J,MY-M12,MYM12,ALAL,Myeloid,Acute Leukemias of Ambiguous Lineage,Acute Leukemias of Ambiguous Lineage,ALAL
ACH-002277,PT-4SN8BW,NB(TU)1-10,NBTU110,NBL,Peripheral Nervous System,Neuroblastoma,Neuroblastoma,NBL
ACH-002278,PT-1wIoRq,NB10,NB10,NBL,Peripheral Nervous System,Neuroblastoma,Neuroblastoma,NBL
ACH-002279,PT-hZiuYw,NB12,NB12,NBL,Peripheral Nervous System,Neuroblastoma,Neuroblastoma,NBL
ACH-002280,PT-pJmC9b,NB13,NB13,NBL,Peripheral Nervous System,Neuroblastoma,Neuroblastoma,NBL
ACH-002281,PT-9FlAFU,NB14,NB14,NBL,Peripheral Nervous System,Neuroblastoma,Neuroblastoma,NBL
ACH-002282,PT-KDwcNS,NB17,NB17,NBL,Peripheral Nervous System,Neuroblastoma,Neuroblastoma,NBL
ACH-002283,PT-x400Sq,NB5,NB5,NBL,Peripheral Nervous System,Neuroblastoma,Neuroblastoma,NBL
ACH-002284,PT-f93T4X,NB6,NB6,NBL,Peripheral Nervous System,Neuroblastoma,Neuroblastoma,NBL
ACH-002285,PT-ssOn9A,NB7,NB7,NBL,Peripheral Nervous System,Neuroblastoma,Neuroblastoma,NBL
ACH-002286,PT-eS45m8,NCI-H128,NCIH128,SCLC,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,SCLC
ACH-002287,PT-3ANo8s,NCI-H630,NCIH630,COADREAD,Bowel,Colorectal Adenocarcinoma,Colorectal Adenocarcinoma,COADREAD
ACH-002288,PT-0YOkjz,NEC8,NEC8,EMBCA,Testis,Non-Seminomatous Germ Cell Tumor,Embryonal Carcinoma,EMBCA
ACH-002289,PT-l5O2AK,NK-92MI,NK92MI,NKCLL,Lymphoid,T-Lymphoblastic Leukemia/Lymphoma,Natural Killer (NK) Cell Lymphoblastic Leukemia/Lymphoma (NKCLL),NKCLL
ACH-002290,PT-mzDUGH,NKM-1,NKM1,AML,Myeloid,Acute Myeloid Leukemia,Acute Myeloid Leukemia,AML
ACH-002291,PT-4gdieL,NTERA-2 cl.D1,NTERA2CLD1,EMBCA,Testis,Non-Seminomatous Germ Cell Tumor,Embryonal Carcinoma,EMBCA
ACH-002292,PT-j1Cwvw,OACp4C,OACP4C,ESCA,Esophagus/Stomach,Esophagogastric Adenocarcinoma,Esophageal Adenocarcinoma,ESCA
ACH-002293,PT-OGgBSC,P32-ISH,P32ISH,BL,Lymphoid,Mature B-Cell Neoplasms,Burkitt Lymphoma,BL
ACH-002294,PT-jQ2G57,PCI-15A,PCI15A,HPHSC,Head and Neck,Head and Neck Squamous Cell Carcinoma,Hypopharynx Squamous Cell Carcinoma,HPHSC
ACH-002295,PT-BYyQBX,PCI-30,PCI30,OCSC,Head and Neck,Head and Neck Squamous Cell Carcinoma,Oral Cavity Squamous Cell Carcinoma,OCSC
ACH-002296,PT-oqands,PCI-38,PCI38,OCSC,Head and Neck,Head and Neck Squamous Cell Carcinoma,Oral Cavity Squamous Cell Carcinoma,OCSC
ACH-002297,PT-kYHcXz,PCI-4B,PCI4B,LXSC,Head and Neck,Head and Neck Squamous Cell Carcinoma,Larynx Squamous Cell Carcinoma,LXSC
ACH-002298,PT-mnzvO8,PCI-6A,PCI6A,OCSC,Head and Neck,Head and Neck Squamous Cell Carcinoma,Oral Cavity Squamous Cell Carcinoma,OCSC
ACH-002299,PT-e5BKI4,QIMR-WIL,QIMRWIL,AML,Myeloid,Acute Myeloid Leukemia,Acute Myeloid Leukemia,AML
ACH-002300,PT-k9PrKk,Ramos-2G6-4C10,RAMOS2G64C10,BL,Lymphoid,Mature B-Cell Neoplasms,Burkitt Lymphoma,BL
ACH-002301,PT-0drjoO,RF-48,RF48,NHL,Lymphoid,Non-Hodgkin Lymphoma,Non-Hodgkin Lymphoma,NHL
ACH-002302,PT-CT1NQm,RPMI-8866,RPMI8866,CMLBCRABL1,Myeloid,Myeloproliferative Neoplasms,"Chronic Myeloid Leukemia, BCR-ABL1+",CMLBCRABL1
ACH-002304,PT-bxaITj,SK-MG-1,SKMG1,ASTR,CNS/Brain,Diffuse Glioma,Astrocytoma,ASTR
ACH-002305,PT-ErYkxf,SKN-3,SKN3,OCSC,Head and Neck,Head and Neck Squamous Cell Carcinoma,Oral Cavity Squamous Cell Carcinoma,OCSC
ACH-002306,PT-3unH6V,STS-0421,STS0421,STAD,Esophagus/Stomach,Esophagogastric Adenocarcinoma,Stomach Adenocarcinoma,STAD
ACH-002307,PT-mviBmp,SU-DHL-16,SUDHL16,MBN,Lymphoid,Non-Hodgkin Lymphoma,Mature B-Cell Neoplasms,MBN
ACH-002308,PT-goHLRn,SUP-B8,SUPB8,BLL,Lymphoid,B-Lymphoblastic Leukemia/Lymphoma,B-Lymphoblastic Leukemia/Lymphoma,BLL
ACH-002309,PT-CYTcP8,SW684,SW684,FIBS,Soft Tissue,Fibrosarcoma,Fibrosarcoma,FIBS
ACH-002310,PT-eA92bH,SW872,SW872,LIPO,Soft Tissue,Liposarcoma,Liposarcoma,LIPO
ACH-002311,PT-zdE6Fc,TE-12,TE12,ESCC,Esophagus/Stomach,Esophageal Squamous Cell Carcinoma,Esophageal Squamous Cell Carcinoma,ESCC
ACH-002312,PT-wDUj8m,TGBC24TKB,TGBC24TKB,GBAD,Biliary Tract,Intracholecystic Papillary Neoplasm,"Gallbladder Adenocarcinoma, NOS",GBAD
ACH-002313,PT-lS0UAl,TK,TK,MBN,Lymphoid,Non-Hodgkin Lymphoma,Mature B-Cell Neoplasms,MBN
ACH-002314,PT-ZwaNYv,TUR,TUR,AMOL,Myeloid,Acute Myeloid Leukemia,Acute Monoblastic/Monocytic Leukemia,AMOL
ACH-002316,PT-I32vbo,WIL2-NS,WIL2NS,HSP,Myeloid,Hereditary Spherocytosis,Spherocytosis,
ACH-002317,PT-UFGRCW,YT,YT,NKCLL,Lymphoid,T-Lymphoblastic Leukemia/Lymphoma,Natural Killer (NK) Cell Lymphoblastic Leukemia/Lymphoma (NKCLL),NKCLL
ACH-002319,PT-P1NL5s,184A1,184A1,ZIMMBR,Breast,Non-Cancerous,Immortalized Breast Cells,
ACH-002320,PT-1cs6Ay,600MPE,600MPE,BRCNOS,Breast,Invasive Breast Carcinoma,"Breast Invasive Carcinoma, NOS",BRCNOS
ACH-002321,PT-g1RekN,HBL100,HBL100,ZIMMBR,Breast,Non-Cancerous,Immortalized Breast Cells,
ACH-002322,PT-mrDUcm,HCC2185,HCC2185,ILC,Breast,Invasive Breast Carcinoma,Breast Invasive Lobular Carcinoma,ILC
ACH-002323,PT-My4CKE,HCC2688,HCC2688,DCIS,Breast,Breast Ductal Carcinoma In Situ,Breast Ductal Carcinoma In Situ,DCIS
ACH-002324,PT-fNIccy,HCC3153,HCC3153,IDC,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,IDC
ACH-002325,PT-viJKnw,LY2,LY2,BRCA,Breast,Invasive Breast Carcinoma,Invasive Breast Carcinoma,BRCA
ACH-002326,PT-JC7Q75,MACLS2,MACLS2,IDC,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,IDC
ACH-002327,PT-XQeJbT,MCF12A,MCF12A,ZIMMBR,Breast,Non-Cancerous,Immortalized Breast Cells,
ACH-002328,PT-rWVvDJ,MX1,MX1,BNNOS,Breast,"Breast Neoplasm, NOS","Breast Neoplasm, NOS",BNNOS
ACH-002329,PT-NsYBoc,SKBR5,SKBR5,BNNOS,Breast,"Breast Neoplasm, NOS","Breast Neoplasm, NOS",BNNOS
ACH-002330,PT-mmWa4u,SKBR7,SKBR7,BNNOS,Breast,"Breast Neoplasm, NOS","Breast Neoplasm, NOS",BNNOS
ACH-002331,PT-k1TO7o,ZR75B,ZR75B,BRCNOS,Breast,Invasive Breast Carcinoma,"Breast Invasive Carcinoma, NOS",BRCNOS
ACH-002332,PT-1dc2fQ,GISTT1,GISTT1,GIST,Soft Tissue,Gastrointestinal Stromal Tumor,Gastrointestinal Stromal Tumor,GIST
ACH-002333,PT-oNAx3u,HCC827GR,HCC827GR,NSCLC,Lung,Non-Small Cell Lung Cancer,Non-Small Cell Lung Cancer,NSCLC
ACH-002334,PT-np4MZm,SS1A,SS1A,SYNS,Soft Tissue,Synovial Sarcoma,Synovial Sarcoma,SYNS
ACH-002336,PT-BqKZQU,HCET,HCET,ZIMMEPCOR,Eye,Non-Cancerous,"Immortalized Epithelial Cells, Corneal, Differentiated",
ACH-002337,PT-cqv92I,JHU028,JHU028,LUAD,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,LUAD
ACH-002338,PT-6g2PcW,M980513,M980513,MEL,Skin,Melanoma,Melanoma,MEL
ACH-002339,PT-7caxyS,MOT,MOT,HCL,Lymphoid,Mature B-Cell Neoplasms,Hairy Cell Leukemia,HCL
ACH-002340,PT-f8l4QO,NBSUSSR,NBSUSSR,NBL,Peripheral Nervous System,Neuroblastoma,Neuroblastoma,NBL
ACH-002342,PT-ezsoUP,BB30PBL,BB30PBL,ZMNOR,Normal,Non-Cancerous,Matched Normal,
ACH-002343,PT-2UHafq,BB49EBV,BB49EBV,ZMNOR,Normal,Non-Cancerous,Matched Normal,
ACH-002344,PT-ySk3os,BB65EBV,BB65EBV,ZMNOR,Normal,Non-Cancerous,Matched Normal,
ACH-002345,PT-ORM06p,CaR-1,CAR1,READ,Bowel,Colorectal Adenocarcinoma,Rectal Adenocarcinoma,READ
ACH-002346,PT-eNOXVI,CP50EBV,CP50EBV,ZMNOR,Normal,Non-Cancerous,Matched Normal,
ACH-002347,PT-4V4zXY,CP66EBV,CP66EBV,ZMNOR,Normal,Non-Cancerous,Matched Normal,
ACH-002348,PT-zbNCyh,HSJD-DIPG-007,HSJDDIPG007,DIPG,CNS/Brain,Diffuse Glioma,Diffuse Intrinsic Pontine Glioma,DIPG
ACH-002349,PT-aHXCAf,GBM001,GBM001,GB,CNS/Brain,Diffuse Glioma,Glioblastoma,GB
ACH-002350,PT-ISixNE,HA7EBV,HA7EBV,ZMNOR,Normal,Non-Cancerous,Matched Normal,
ACH-002351,PT-WBoaow,L542,L542,ZMNOR,Normal,Non-Cancerous,Matched Normal,
ACH-002352,PT-fygqZz,LB1047EBV,LB1047EBV,ZMNOR,Normal,Non-Cancerous,Matched Normal,
ACH-002353,PT-hcnphT,LB2241EBV,LB2241EBV,ZMNOR,Normal,Non-Cancerous,Matched Normal,
ACH-002354,PT-g7qDcx,LB2518EBV,LB2518EBV,ZMNOR,Normal,Non-Cancerous,Matched Normal,
ACH-002355,PT-rIlRDz,LB373EBV,LB373EBV,ZMNOR,Normal,Non-Cancerous,Matched Normal,
ACH-002356,PT-JQF9VX,LB647PBL,LB647PBL,ZMNOR,Normal,Non-Cancerous,Matched Normal,
ACH-002357,PT-4F46jD,LB771PBL,LB771PBL,ZMNOR,Normal,Non-Cancerous,Matched Normal,
ACH-002358,PT-Ymhhgy,LB831EBV,LB831EBV,ZMNOR,Normal,Non-Cancerous,Matched Normal,
ACH-002360,PT-PReW1L,MZ1B,MZ1B,ZMNOR,Normal,Non-Cancerous,Matched Normal,
ACH-002361,PT-XDM0rA,MZ7B,MZ7B,ZMNOR,Normal,Non-Cancerous,Matched Normal,
ACH-002362,PT-eS45m8,NCIBL128,NCIBL128,ZMNOR,Normal,Non-Cancerous,Matched Normal,
ACH-002363,PT-oKf5lW,NCIBL1395,NCIBL1395,ZMNOR,Normal,Non-Cancerous,Matched Normal,
ACH-002364,PT-KKsvGZ,NCIBL1437,NCIBL1437,ZMNOR,Normal,Non-Cancerous,Matched Normal,
ACH-002365,PT-lWWpjR,NCIBL1770,NCIBL1770,ZMNOR,Normal,Non-Cancerous,Matched Normal,
ACH-002366,PT-bwPYLi,NCIBL2009,NCIBL2009,ZMNOR,Normal,Non-Cancerous,Matched Normal,
ACH-002367,PT-TexA3V,NCIBL2052,NCIBL2052,ZMNOR,Normal,Non-Cancerous,Matched Normal,
ACH-002368,PT-lYuNel,NCIBL2087,NCIBL2087,ZMNOR,Normal,Non-Cancerous,Matched Normal,
ACH-002369,PT-DzY90c,NCIBL209,NCIBL209,ZMNOR,Normal,Non-Cancerous,Matched Normal,
ACH-002370,PT-6IoG5q,NCIBL2122,NCIBL2122,ZMNOR,Normal,Non-Cancerous,Matched Normal,
ACH-002371,PT-AOPcW9,NCIBL2126,NCIBL2126,ZMNOR,Normal,Non-Cancerous,Matched Normal,
ACH-002372,PT-NNs10U,NCIBL2171,NCIBL2171,ZMNOR,Normal,Non-Cancerous,Matched Normal,
ACH-002373,PT-yKJqsn,HCC1187BL,HCC1187BL,ZMNOR,Normal,Non-Cancerous,Matched Normal,
ACH-002374,PT-ZerhVq,HCC1599BL,HCC1599BL,ZMNOR,Normal,Non-Cancerous,Matched Normal,
ACH-002375,PT-Vntr9y,HCC1937BL,HCC1937BL,ZMNOR,Normal,Non-Cancerous,Matched Normal,
ACH-002376,PT-XQHvQF,LS1034-PBL,LS1034PBL,ZMNOR,Normal,Non-Cancerous,Matched Normal,
ACH-002377,PT-S4bLNM,HCC38BL,HCC38BL,ZMNOR,Normal,Non-Cancerous,Matched Normal,
ACH-002378,PT-UPBMOO,HCC1143-BL,HCC1143BL,ZMNOR,Normal,Non-Cancerous,Matched Normal,
ACH-002379,PT-jGS2bl,J82EBV,J82EBV,ZMNOR,Normal,Non-Cancerous,Matched Normal,
ACH-002380,PT-w6ABKA,COLO829BL,COLO829BL,ZMNOR,Normal,Non-Cancerous,Matched Normal,
ACH-002381,PT-vOaofa,HCC2157BL,HCC2157BL,ZMNOR,Normal,Non-Cancerous,Matched Normal,
ACH-002382,PT-8MisfZ,HCC1395BL,HCC1395BL,ZMNOR,Normal,Non-Cancerous,Matched Normal,
ACH-002383,PT-DxHqyx,HCC2218BL,HCC2218BL,ZMNOR,Normal,Non-Cancerous,Matched Normal,
ACH-002384,PT-603OA3,HCC1954BL,HCC1954BL,ZMNOR,Normal,Non-Cancerous,Matched Normal,
ACH-002386,PT-mDCwIk,M00921,M00921,MEL,Skin,Melanoma,Melanoma,MEL
ACH-002387,PT-eN0Nme,M1203273,M1203273,MEL,Skin,Melanoma,Melanoma,MEL
ACH-002388,PT-FieisY,MET2B,MET2B,MEL,Skin,Melanoma,Melanoma,MEL
ACH-002389,PT-iObwE0,ACN,ACN,NBL,Peripheral Nervous System,Neuroblastoma,Neuroblastoma,NBL
ACH-002392,PT-V8LQ1n,SC-1,SC1,FL,Lymphoid,Mature B-Cell Neoplasms,Follicular Lymphoma,FL
ACH-002397,PT-ix8RHJ,KMH-2,KMHDASH2,THAP,Thyroid,Anaplastic Thyroid Cancer,Anaplastic Thyroid Cancer,THAP
ACH-002399,PT-iW8GZP,21NT,21NT,IDC,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,IDC
ACH-002401,PT-iW8GZP,21MT2,21MT2,IDC,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,IDC
ACH-002446,PT-i9nBPr,CCLF_UPGI_0005_T,CCLFUPGI0005T,STAD,Esophagus/Stomach,Esophagogastric Adenocarcinoma,Stomach Adenocarcinoma,STAD
ACH-002458,PT-czDcsE,HT144 SKIN FV1,HT144SKINFV1,MEL,Skin,Melanoma,Melanoma,MEL
ACH-002459,PT-czDcsE,HT144 SKIN FV3,HT144SKINFV3,MEL,Skin,Melanoma,Melanoma,MEL
ACH-002460,PT-czDcsE,HT144 SKIN FV2,HT144SKINFV2,MEL,Skin,Melanoma,Melanoma,MEL
ACH-002461,PT-Zy2EsL,RVH421 SKIN FV1,RVH421SKINFV1,MEL,Skin,Melanoma,Melanoma,MEL
ACH-002462,PT-ml8vcL,RPE1-ss48,RPE1SS48,ZIMMEPCRT,Eye,Non-Cancerous,"Immortalized Epithelial Cells, Retinal",
ACH-002463,PT-ml8vcL,RPE1-ss77,RPE1SS77,ZIMMEPCRT,Eye,Non-Cancerous,"Immortalized Epithelial Cells, Retinal",
ACH-002464,PT-ml8vcL,RPE1-ss6,RPE1SS6,ZIMMEPCRT,Eye,Non-Cancerous,"Immortalized Epithelial Cells, Retinal",
ACH-002465,PT-ml8vcL,RPE1-ss119,RPE1SS119,ZIMMEPCRT,Eye,Non-Cancerous,"Immortalized Epithelial Cells, Retinal",
ACH-002466,PT-ml8vcL,RPE1-ss111,RPE1SS111,ZIMMEPCRT,Eye,Non-Cancerous,"Immortalized Epithelial Cells, Retinal",
ACH-002467,PT-ml8vcL,RPE1-ss51,RPE1SS51,ZIMMEPCRT,Eye,Non-Cancerous,"Immortalized Epithelial Cells, Retinal",
ACH-002471,PT-UbzBsY,OS052,OS052,OS,Bone,Osteosarcoma,Osteosarcoma,OS
ACH-002475,PT-gjpFPM,HAP1,HAP1,CMLBCRABL1,Myeloid,Myeloproliferative Neoplasms,"Chronic Myeloid Leukemia, BCR-ABL1+",CMLBCRABL1
ACH-002478,PT-pqMaYc,BC-2,BC2,PEL,Lymphoid,Mature B-Cell Neoplasms,Primary Effusion Lymphoma,PEL
ACH-002485,PT-NJ3wbw,MAVER-1,MAVER1,MCL,Lymphoid,Mature B-Cell Neoplasms,Mantle Cell Lymphoma,MCL
ACH-002486,PT-pyZjZu,MES-OV,MESOV,SOC,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,Serous Ovarian Cancer,SOC
ACH-002490,PT-0a2F5a,NCI-H1882,NCIH1882,SCLC,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,SCLC
ACH-002497,PT-L1sEpb,NCI-H920,NCIH920,LUAD,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,LUAD
ACH-002500,PT-GjFsxJ,Z-138,Z138,MCL,Lymphoid,Mature B-Cell Neoplasms,Mantle Cell Lymphoma,MCL
ACH-002508,PT-SogXKU,WM3211,WM3211,ACRM,Skin,Melanoma,Acral Melanoma,ACRM
ACH-002509,PT-mVaoEC,WM4235,WM4235,ACRM,Skin,Melanoma,Acral Melanoma,ACRM
ACH-002510,PT-6g2PcW,M040416,M040416,ACRM,Skin,Melanoma,Acral Melanoma,ACRM
ACH-002511,PT-iI63vt,M140325,M140325,MEL,Skin,Melanoma,Melanoma,MEL
ACH-002512,PT-YwNqCa,MM160113,MM160113,ACRM,Skin,Melanoma,Acral Melanoma,ACRM
ACH-002522,PT-7B82nW,SNU-2292,SNU2292,LUAD,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,LUAD
ACH-002523,PT-0yqjae,SNU-739,SNU739,HCC,Liver,Hepatocellular Carcinoma,Hepatocellular Carcinoma,HCC
ACH-002524,PT-itoB60,SNU-251,SNU251,EOV,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,Endometrioid Ovarian Cancer,EOV
ACH-002526,PT-z0Yk96,SNU-1327,SNU1327,LUAD,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,LUAD
ACH-002531,PT-GWa6kp,SNU-2535,SNU2535,LUAD,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,LUAD
ACH-002533,PT-wkGMuS,SNU-482,SNU482,RCC,Kidney,Renal Cell Carcinoma,Renal Cell Carcinoma,RCC
ACH-002535,PT-W0h0s9,SNU-254,SNU254,READ,Bowel,Colorectal Adenocarcinoma,Rectal Adenocarcinoma,READ
ACH-002539,PT-PWtOWn,SNU-1460,SNU1460,COAD,Bowel,Colorectal Adenocarcinoma,Colon Adenocarcinoma,COAD
ACH-002543,PT-dKUyPL,SNU-1406,SNU1406,COAD,Bowel,Colorectal Adenocarcinoma,Colon Adenocarcinoma,COAD
ACH-002647,PT-O1x5GT,CCC-5,CCC5,CHOL,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct,Cholangiocarcinoma,CHOL
ACH-002650,PT-6fwwV7,ETCC-016,ETCC016,LUAD,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,LUAD
ACH-002654,PT-anuBoi,JVE-015,JVE015,COAD,Bowel,Colorectal Adenocarcinoma,Colon Adenocarcinoma,COAD
ACH-002659,PT-btmPL5,JVE-127,JVE127,MACR,Bowel,Colorectal Adenocarcinoma,Mucinous Adenocarcinoma of the Colon and Rectum,MACR
ACH-002660,PT-iZtOKB,JVE-187,JVE187,COAD,Bowel,Colorectal Adenocarcinoma,Colon Adenocarcinoma,COAD
ACH-002662,PT-iwSeHI,JVE-207,JVE207,COAD,Bowel,Colorectal Adenocarcinoma,Colon Adenocarcinoma,COAD
ACH-002664,PT-FT4DA3,JVE-253,JVE253,MACR,Bowel,Colorectal Adenocarcinoma,Mucinous Adenocarcinoma of the Colon and Rectum,MACR
ACH-002669,PT-53ZOQS,KP-363T,KP363T,COAD,Bowel,Colorectal Adenocarcinoma,Colon Adenocarcinoma,COAD
ACH-002672,PT-yBlD98,MAPAC-HS-77,MAPACHS77,PAAD,Pancreas,Pancreatic Adenocarcinoma,Pancreatic Adenocarcinoma,PAAD
ACH-002677,PT-6AFvnc,U-2946,U2946,DLBCLNOS,Lymphoid,Mature B-Cell Neoplasms,"Diffuse Large B-Cell Lymphoma, NOS",DLBCLNOS
ACH-002678,PT-EV9I7F,WILL-1,WILL1,DLBCLNOS,Lymphoid,Mature B-Cell Neoplasms,"Diffuse Large B-Cell Lymphoma, NOS",DLBCLNOS
ACH-002680,PT-UACtvx,170-MG-BA,170MGBA,GB,CNS/Brain,Diffuse Glioma,Glioblastoma,GB
ACH-002687,PT-VBCF1O,WM3772F,WM3772F,UM,Eye,Ocular Melanoma,Uveal Melanoma,UM
ACH-002693,PT-DyxJsT,S462,S462,MPNST,Peripheral Nervous System,Nerve Sheath Tumor,Malignant Peripheral Nerve Sheath Tumor,MPNST
ACH-002705,PT-qcon1I,IS076P,IS076P,ESCA,Esophagus/Stomach,Esophagogastric Adenocarcinoma,Esophageal Adenocarcinoma,ESCA
ACH-002706,PT-qcon1I,IS076A,IS076A,ESCA,Esophagus/Stomach,Esophagogastric Adenocarcinoma,Esophageal Adenocarcinoma,ESCA
ACH-002710,PT-nQk25T,MPNST-724,MPNST724,MPNST,Peripheral Nervous System,Nerve Sheath Tumor,Malignant Peripheral Nerve Sheath Tumor,MPNST
ACH-002711,PT-Jn4RNo,UM-HACC-2A,UMHACC2A,ACYC,Head and Neck,Salivary Carcinoma,Adenoid Cystic Carcinoma,ACYC
ACH-002730,PT-LfJQoV,CCLF_UPGI_0009_T,CCLFUPGI0009T,STAD,Esophagus/Stomach,Esophagogastric Adenocarcinoma,Stomach Adenocarcinoma,STAD
ACH-002733,PT-VvDCYY,CCLF_UPGI_0040_T,CCLFUPGI0040T,STAD,Esophagus/Stomach,Esophagogastric Adenocarcinoma,Stomach Adenocarcinoma,STAD
ACH-002736,PT-ZTPIG1,CCLF_UPGI_0052_T,CCLFUPGI0052T,DSTAD,Esophagus/Stomach,Esophagogastric Adenocarcinoma,Diffuse Type Stomach Adenocarcinoma,DSTAD
ACH-002738,PT-V3207V,PANFR0420,PANFR0420,PAAD,Pancreas,Pancreatic Adenocarcinoma,Pancreatic Adenocarcinoma,PAAD
ACH-002742,PT-ZlbSbz,PANFR0233,PANFR0233,PAAD,Pancreas,Pancreatic Adenocarcinoma,Pancreatic Adenocarcinoma,PAAD
ACH-002743,PT-GQNnO1,PANFR0368,PANFR0368,PAAD,Pancreas,Pancreatic Adenocarcinoma,Pancreatic Adenocarcinoma,PAAD
ACH-002744,PT-0o7FOB,PANFR0402,PANFR0402,PAAD,Pancreas,Pancreatic Adenocarcinoma,Pancreatic Adenocarcinoma,PAAD
ACH-002745,PT-urO852,PANFR0069,PANFR0069,PAAD,Pancreas,Pancreatic Adenocarcinoma,Pancreatic Adenocarcinoma,PAAD
ACH-002757,PT-EY7trN,CCLF_UPGI_0068_T,CCLFUPGI0068T,STAD,Esophagus/Stomach,Esophagogastric Adenocarcinoma,Stomach Adenocarcinoma,STAD
ACH-002780,PT-wlbuKV,NCC-ES1-C1,NCCES1C1,ES,Bone,Ewing Sarcoma,Ewing Sarcoma,ES
ACH-002781,PT-7qgq9Z,NCC-dCS1-C1,NCCDCS1C1,DDCHS,Bone,Chondrosarcoma,Dedifferentiated Chondrosarcoma,DDCHS
ACH-002784,PT-ucxyns,NCC-UPS2-C1,NCCUPS2C1,MFH,Soft Tissue,Undifferentiated Pleomorphic Sarcoma/Malignant Fibrous Histiocytoma/High-Grade Spindle Cell Sarcoma,Undifferentiated Pleomorphic Sarcoma/Malignant Fibrous Histiocytoma/High-Grade Spindle Cell Sarcoma,MFH
ACH-002785,PT-6sPicj,NCC-LMS1-C1,NCCLMS1C1,LMS,Soft Tissue,Leiomyosarcoma,Leiomyosarcoma,LMS
ACH-002787,PT-AAeREs,NCC-pRMS1-C1,NCCPRMS1C1,PLRMS,Soft Tissue,Rhabdomyosarcoma,Pleomorphic Rhabdomyosarcoma,PLRMS
ACH-002794,PT-HL3ZQx,NCC-MFS1-C1,NCCMFS1C1,MFS,Soft Tissue,Myxofibrosarcoma,Myxofibrosarcoma,MFS
ACH-002799,PT-qqzgSc,NCC-MPNST1-C1,NCCMPNST1C1,MPNST,Peripheral Nervous System,Nerve Sheath Tumor,Malignant Peripheral Nerve Sheath Tumor,MPNST
ACH-002800,PT-WTpRkW,NCC-MPNST2-C1,NCCMPNST2C1,MPNST,Peripheral Nervous System,Nerve Sheath Tumor,Malignant Peripheral Nerve Sheath Tumor,MPNST
ACH-002801,PT-hmiIEB,NCC-MPNST3-C1,NCCMPNST3C1,MPNST,Peripheral Nervous System,Nerve Sheath Tumor,Malignant Peripheral Nerve Sheath Tumor,MPNST
ACH-002806,PT-k6klta,TB096,TB096,AASTR,CNS/Brain,Diffuse Glioma,Anaplastic Astrocytoma,AASTR
ACH-002834,PT-EcUHFc,OS384,OS384,OS,Bone,Osteosarcoma,Osteosarcoma,OS
ACH-002835,PT-8JiqNz,CCLF_UPGI_0011_T,CCLFUPGI0011T,ESCA,Esophagus/Stomach,Esophagogastric Adenocarcinoma,Esophageal Adenocarcinoma,ESCA
ACH-002837,PT-M6KcwA,CCLF_UPGI_0015_T,CCLFUPGI0015T,ESCA,Esophagus/Stomach,Esophagogastric Adenocarcinoma,Esophageal Adenocarcinoma,ESCA
ACH-002839,PT-aXPS8n,CCLF_CORE_0002_T,CCLFCORE0002T,COAD,Bowel,Colorectal Adenocarcinoma,Colon Adenocarcinoma,COAD
ACH-002847,PT-AFnHpd,YUHOIN,YUHOIN,MEL,Skin,Melanoma,Melanoma,MEL
